image,blur_score,blur_category,rl_psnr,rl_ssim,rl_runtime_sec,gan_psnr,gan_ssim,gan_runtime_sec
000177.png,34.653954679784654,high_blur,18.403655352946522,0.4651378084955256,3.8834080696105957,7.767254065689141,0.3428905462263778,0.06868743896484375
000178.png,31.84180201084348,high_blur,18.55525917173783,0.4779476724276178,3.8861355781555176,7.770750840678379,0.34328634913032396,0.07967329025268555
000179.png,32.55204696617126,high_blur,18.459883204423843,0.4706069218664085,3.9175076484680176,7.782943011852668,0.34633190033333006,0.0822744369506836
000180.png,37.51104629066258,high_blur,18.557823822707952,0.476088572558586,3.899280548095703,7.7503030913349775,0.3418915717261311,0.06875419616699219
000181.png,58.19540625631075,high_blur,18.787732449355484,0.41959650347685995,3.9754199981689453,8.383852361789524,0.3446170088606796,0.06733083724975586
000182.png,34.841369658576156,high_blur,21.94051532940362,0.5882772267373519,3.9738972187042236,8.475766370484392,0.355589463034705,0.06964802742004395
000183.png,23.97799736802844,high_blur,19.533780868489423,0.44672992604383527,3.9779820442199707,8.644860069738282,0.3869008441372557,0.07906532287597656
000184.png,20.135312416693605,high_blur,19.987534494435682,0.48119344254950974,3.934875249862671,8.713269221545898,0.3900226310110561,0.08328461647033691
000185.png,19.55217388291418,high_blur,19.97433701490795,0.49969904870835585,3.9988176822662354,8.892302238911604,0.4036978859286848,0.0664975643157959
000186.png,59.57866427390841,high_blur,17.697031087713462,0.4561199635070884,3.963723659515381,8.80353851500362,0.2764079968414957,0.0706326961517334
000187.png,46.134536916473785,high_blur,16.920280922940925,0.3501179712704138,4.082905530929565,9.058692244993969,0.28463013517229063,0.06731009483337402
000188.png,32.856594900671645,high_blur,18.052435627199202,0.33846300734137463,4.106008768081665,9.277939074618534,0.28082295492601406,0.07951593399047852
000189.png,33.54331054526317,high_blur,17.82838002251911,0.32371588354141173,4.032386302947998,9.1819350881738,0.26915993407304906,0.07160496711730957
000190.png,40.86685948754652,high_blur,18.019971163850435,0.31344306766284497,4.062865495681763,9.218251750783216,0.26366831776235194,0.07973623275756836
000191.png,41.39876003703247,high_blur,17.60768336035239,0.3296526681527524,3.9693939685821533,8.856317503875564,0.2526562822500963,0.07941985130310059
000192.png,39.167359777990974,high_blur,17.663829193845725,0.33758796059219515,3.970670700073242,8.766121584369046,0.25561994173350705,0.07971715927124023
000193.png,42.23948075989147,high_blur,18.032240987781737,0.3489255687765105,4.105603456497192,8.661941543340252,0.2683274345217938,0.07152485847473145
000194.png,39.578635482523175,high_blur,17.595374148573086,0.34365084239923344,4.032137393951416,8.417116262916654,0.2652250958044143,0.0791769027709961
000195.png,35.10343618387175,high_blur,20.147630002326128,0.48052668748766,3.9648571014404297,8.244164987599115,0.25962273828277643,0.0786752700805664
000196.png,48.023206922361624,high_blur,21.875184277877352,0.6233047576020596,3.9945759773254395,8.09974456942963,0.2603214564498197,0.0739450454711914
